Name,Address,Phone
Wheeler-Smith Mortuary,"15495 Los Gatos Boulevard, Los Gatos, California 95032",805-543-6871
Douglass & Moreland Mortuary,"2260 Los Osos Valley Road, Los Osos, California 93402",(310) 632-1171
Simpson & McGee Mortuary,"16140 Main, Lower Lake, California 95457",(310) 537-7499
Jay Chapel,"PO Box 679, Luis Obispo, California 93406",(559) 674-8814
Smith Manor Grace Chapel,"991 Nipomo Street, Luis Obispo, California 93401",(559) 662-8825
Newton-Bracewell Cremation & Funeral Services,"2890 S Higuera Street, Luis Obispo, California 93401",(530) 873-7602
P L Fry & Son Funeral Service,"3363 East Imperial Highway, Lynwood, California 90262",209-239-1242
Park View Cemetery & Funeral Home,"3197 East Imperial Highway, Lynwood, California 90262",(209) 982-1611
Marina Cremation & Burial Alternatives,"1121 Roberts Avenue, Madera, California 93637",(831) 384-5800
Mariposa Funeral Home,"801 East Yosemite Avenue, Madera, California 93638",209-966-3682
Altavista Cremation & Funeral,"14130 Skyway, Magalia, California 95954",925-228-1500
Connolly & Taylor Chapel,"290 N Union Road, Manteca, California 95337",(925) 228-4700
Hutchinson & Carnes Colonial Chapel,"3661 E French Camp Rd, Manteca, California 95336",(530) 743-4408
Davis Funeral Home,"229 Reindollar ave, Marina, California 93933",661-792-3866
Humboldt Cremation-Funeral Service,"4918 9th Street, Mariposa, California 95338",707-839-1104
Holy Cross Catholic Cemetery,"4795 Blum Road, Martinez, California 94553",(650)   323-6375
John D O'Connor Menlo Colonial Chapel,"4000 Alhambra Avenue, Martinez, California 94553",(650) 323-5143
Spangler Mortuaries,"830 D St, Marysville, California 95901",(650) 323-6500
Evergreen Funeral Home,"425 W Perkins Avenue, Mc Farland, California 93250",209-383-4651
Ivers & Alcorn Funeral Home,"2720 Central Avenue, Mckinleyville, California 95519",(209) 722-6201
Stratford Evans Merced Funeral Chapel,"1100 Santa Cruz Avenue, Menlo Park, California 94025",(209) 722-4191
Whitton Family Funeral Service,"657 Oak Grove Ave, Menlo Park, California 94025",(209) 384-1119
Wilson Family Funeral,"650 Live Oak Ave, Menlo Park, California 94025",209-726-4411
Cemetery & Crematory Daphne Fernwood Mortuary,"1480 B Street, Merced, California 95341",(415) 383-7100
Russell & Gooch Funeral Chapel,"901 West Main Street, Merced, California 95340",(415) 388-1573
Chapel Of The Highlands,"1490 B Street, Merced, California 95340",(650) 588-5116
Groman Eden Mortuary,"740 W 19th Street, Merced, California 95340",(800) 522-4875
San Fernando Mission Cemetery & Mission Hills Mortuary,"525 W 20th Street, Merced, California 95340",(818)   361-7387
Fairhaven Memorial Service,"301 Tennessee Valley Road, Mill Valley, California 94941",949-380-8911
Trident Society,"270 Miller Avenue, Mill Valley, California 94941",949-348-0981
Eaton Family Funeral-Cremation,"194 Millwood Drive, Millbrae, California 94030",209-492-9222
Evins Funeral Home & Crmtrm,"11500 Sepulveda Blvdd, Mission Hills, California 91345",209-522-3846
Franklin & Downs Funeral Homes,"11160 Stranwood Ave, Mission Hills, California 91345",209-529-5723
Franklin & Downs Funeral Homes,"27001 La Paz Road, Mission Viejo, California 92691",209-529-5723
Memorial Art Co Inc,"26131 Marguerite Parkway, Mission Viejo, California 92692",(209) 524-2821
Salas Brothers Funeral Chapel,"513 12th Street, Modesto, California 95354",209-523-5646
ST Stanislaus Catholic Cemetery,"1219 7th Street, Modesto, California 95354",(209)   529-3905
Stickel Mortuary,"1050 McHenry Avenue, Modesto, California 95350",(661) 824-2328
Douglass & Zook Mortuary,"1050 McHenry Avenue, Modesto, California 95350",(626) 358-3244
Live Oak Memorial Park,"712 Scenic Dr, Modesto, California 95350",626-359-5311
Turner & Stevens Live Oak Memorial Park,"419 Scenic Drive, Modesto, California 95350",(626) 359-5311
AAA Low Cost Caskets,"1141 Scenic Drive, Modesto, California 95350",909-625-3490
Moritz Funeral Home,"2201 Inyo St, Mojave, California 93501",(323) 728-2133
Omega Accommodations,"600 East Foothill Blvd, Monrovia, California 91016",323-261-0100
Risher Montebello Mortuary,"200 E Duarte Road, Monrovia, California 91016",(323) 728-1261
Mission Mortuary,"200 East Duarte Road, Monrovia, California 91016",(831) 375-4129
Pacific View Memorial Park,"8981 Rose Avenue, Montclair, California 91763",626-288-8117
Miller Dutra Coastside Funeral,"913 W Whittier Blvd, Montebello, California 90640",650-726-4474
Miller-Jones Moreno Valley,"1334 W Whittier Boulevard # 4, Montebello, California 90640",951-485-4542
Johnson Funeral Home,"1316 W Whittier Blvd, Montebello, California 90640",(408) 779-8456
Benedict-Rettey Mortuary & Crematorium,"450 Camino El Estero, Monterey, California 93940",(805) 772-7382
Mount Shasta Memorial Park & Chapel Inc,"108 N Ynez Avenue, Monterey Park, California 91754",(530) 926-2131
Cusimano Family Colonial Mortuary,"645 Kelly Avenue, Moon Bay, California 94019",(650) 968-4453
Spangler Mortuaries,"23618 Sunnymead Boulevard, Moreno Valley, California 92553",(650) 967-5546
Architectural Signs & Associates,"17720 Monterey Street, Morgan Hill, California 95037",(707) 258-0771
Claffey & Rota Funeral Home,"1401 Quintana Rd, Morro Bay, California 93442",707-224-5210
Inspiration Chapel & Napa VLY,"830 Lassen Ln, Mount Shasta, California 96067",707-255-3433
Richard Pierce Funeral Service,"96 El Camino Real W, Mountain View, California 94040",707-226-7444
Treadway & Wigger Funeral Home,"799 Castro St, Mountain View, California 94041",707-226-1828
Tulocay Cemetery & Crematory,"918 Enterprise Way, Napa, California 94558",707-252-4727
Berge-Roberts Mortuary,"1975 Main Street, Napa, California 94559",619-474-6565
Cortez Cremations and Funeral Services,"2383 Napa Vallejo Highway, Napa, California 94558",(619) 240-7620
El Camino Memorial - National City Chapel,"1660 Silverado Trail, Napa, California 94559",(619) 474-6565
Heath Funeral Home,"623 Coombs Street, Napa, California 94559",619-477-4139
LA Vista Memorial Park,"411 Coombsville Road, Napa, California 94558",619-475-7770
Dimond & Sons Needles Mortuary,"607 National City Boulevard, National City, California 91950",760-326-2323
Jensen-Carpenter Mortuary,"100 W 35th Street Suite A, National City, California 91950",(760) 326-2323
Hooper & Weaver Mortuary Inc,"607 National City Blvd, National City, California 91950",(530) 265-2429
Eternal Valley Memorial Park & Mortuary,"611 Highland Avenue, National City, California 91950",(661) 259-0800
Hillview Funeral Chapel,"3191 Orange Street, National City, California 91950",209-862-3628
Norco Family Funeral Home,"222 E Street, Needles, California 92363",(909) 898-1013
Angeleno Valley Mortuary,"222 East Street, Needles, California 92363",(818) 753-7880
National Cremation Service,"459 Hollow Way, Nevada City, California 95959",(818) 755-5030
Pierce Bros Valhalla,"23287 N Sierra Hwy, Newhall, California 91321",(818) 763-9121
Bastian & Perrott Mortuary,"1258 R Street, Newman, California 95360",(818) 886-8600
Crawford Mortuary,"2645 Hamner Ave, Norco, California 92860",818-349-9701
Groman Mortuaries Inc,"5423 Tujunga Avenue, North Hollywood, California 91601",562-865-5143
Han KOOK Mortuary Orange County,"10559 Victory Blvd, North Hollywood, California 91606",562-868-0788
Keaton's Redwood Chapel of Marin,"10621 Victory Blvd, North Hollywood, California 91606",(415) 897-1151
Oakdale Memorial Chapel Inc,"18728 Parthenia St, Northridge, California 91324",(209) 847-2211
Palm Memorial Sierra Chapel,"8717 Tampa Avenue, Northridge, California 91324",559-683-4370
Albert Brown Mortuary,"830 W Washington Boulevard, Norwalk, California 90650",510-652-1873
Amador Memorial Company,"12325 Rosecrans Avenue, Norwalk, California 90650",(510) 652-5147
Baker Funeral Homes,"1801 Novato Blvd, Novato, California 94947",510-836-3436
C P Bannon Mortuary Inc,"830 W F St, Oakdale, California 95361",(510) 632-1011
Caporgno & CO Evergreen Chapel,"49269 Road 426, Oakhurst, California 93644",510-632-5232
Catholic Cemeteries Diocese of Oakland,"3476 Piedmont Avenue, Oakland, California 94611",(510)   654-0936
Chapel of the Chimes,"4435 Piedmont Ave, Oakland, California 94611",510-654-0123
Chapel of the Chimes Funeral Home - Oakland,"980 8th Street, Oakland, California 94607",(510) 654-0123
Clarence N Cooper Mortuary,"6800 E 14th St, Oakland, California 94621",510-533-4114
Ellis-Olson Mortuary,"6450 Camden Street, Oakland, California 94605",510-525-0246
Fouche's Hudson Funeral Home,"4529 Howe Street, Oakland, California 94611",510-654-8558
Fuller Funerals Inc,"4499 Piedmont Avenue, Oakland, California 94611",510-436-3181
Grant Miller-John Cox Mortuary,"4499 Piedmonth Ave, Oakland, California 94611",510-451-6434
Neptune Society,"1580 Fruitvale Avenue, Oakland, California 94601",510-451-0887
Thompson Funeral Home,"4401 Howe Street, Oakland, California 94611",510-568-9666
WFG Fuller Funerals Inc,"3665 Telegraph Avenue, Oakland, California 94609",(510) 436-3181
Whitted Williams Funeral Home,"4647 International Boulevard, Oakland, California 94601",510-261-1105
TLC Mortuary Service Inc,"2850 Telegraph Avenue, Oakland, California 94609",805-481-1704
After Cremation Scatterings,"490 Grand Avenue, Oakland, California 94610",760-966-0111
Aloha Boat Charters,"9900 International Boulevard, Oakland, California 94603",760-754-0012
Dignity Memorial,"4647 International Blvd, Oakland, California 94601",760-754-6600
Eternal Hills Memorial Park Mortuary & Crematory FD234,"5500 Foothill Blvd, Oakland, California 94605",(760) 754-6600
Oceanside Mortuary,"1459 15th Street, Oceano, California 93445",760-722-4264
Centurian Memorial Society,"315 Harbor Drive South, Oceanside, California 92054",(661) 324-3795
Mish Funeral Home,"2405 Mesa Drive, Oceanside, California 92054",(661) 399-9391
Clausen Funeral Home,"1999 S El Camino Real, Oceanside, California 92054",(805) 646-1451
Sierra View Mortuary,"1999 El Camino Real, Oceanside, California 92054",(530) 742-6957
Draper Mortuary,"602 S Coast Highway, Oceanside, California 92054",(909) 986-1131
Eternity Cremation Service,"125 Minner Ave, Oildale, California 93308",714-771-5900
Ferrara Colonial Mortuary,"120 Minner Ave, Oildale, California 93308",(714)   639-2711
F D Sweet & Son Funeral Directors,"310 E Matilija St, Ojai, California 93023",(530) 865-3349
Dopkins Funeral Chapel,"4900 Olive Ave, Olivehurst, California 95961",(559) 591-1919
Oroville Funeral Home,"811 N Mountain Ave, Ontario, California 91762",530-533-0323
Ramsey's Funeral Home,"438 E Katella Avenue, Orange, California 92867",530-534-3877
Scheer Memorial Chapel,"351 N Hewes Street, Orange, California 92869",(530) 533-5255
Camino Del Sol,"825 A St, Orland, California 95963",805-483-3443
Conrad-Carroll Mortuary,"41632 Road 128, Orosi, California 93647",(805) 487-4911
Garcia Mortuary,"1454 Montgomery Street, Oroville, California 95965",(805)   486-9148
Guardian Memorial Funeral,"1175 Robinson Street, Oroville, California 95965",805-485-2572
James A Reardon Mortuary,"2410 Foothill Blvd, Oroville, California 95966",805-483-2233
Santa Clara Mortuary,"200 North C Street, Oxnard, California 93030",805-485-7474
Little Chapel By the Sea Crematory,"401 W Channel Island Blvd, Oxnard, California 93033",(831) 375-4191
Paul Mortuary,"629 S A Street, Oxnard, California 93030",831-375-4191
Chapel By The Sea Funeral Home & Cremation Service,"200 N Centre Street, Oxnard, California 93030",(650) 355-3411
Rucker's Mortuary,"511 N A Street, Oxnard, California 93030",(818) 899-1138
FitzHenry Funeral Homes Palm Desert Chapel,"2370 N H Street, Oxnard, California 93036",(760) 776-8866
Discount Cremation & Burial Service of the Desert,"390 Lighthouse Ave, Pacific Grove, California 93950",(760) 327-1331
Wiefels & Son Funeral Home,"390 Lighthouse Avenue, Pacific Grove, California 93950",(760) 327-1257
Halley Olsen Murphy - Palmdale Chapel,"801 Oceana Blvd, Pacifica, California 94044",(661) 947-4155
Hicks Mortuary,"12460 Van Nuys Blvd, Pacoima, California 91331",661-944-4595
Jones Mortuary Inc,"44-635 San Rafael Ave, Palm Desert, California 92260",(650) 323-2481
Roller-Hapgood & Tinney,"4707 East Sunny Dunes Road, Palm Springs, California 92264",(650) 328-1360
Allen & Dahl Funeral Chapel,"690 S Vella Road, Palm Springs, California 92264",(530) 547-4444
Green Hills Mortuary,"3150 E Palmdale Blvd, Palmdale, California 93534",310-831-0311
Funeraria del Angel,"8837 E Palmdale Boulevard, Palmdale, California 93552",(818) 810-3800
Paradise Chapel Of The Pines Inc,"660 Donohoe St, Palo Alto, California 94303",(530) 877-4991
Rose Chapel Mortuary & Crematory,"980 Middlefield Rd, Palo Alto, California 94302",(530) 877-4923
Douglass Mortuary,"21853 Topland Drive, Palo Cedro, California 96073",(562) 634-2363
Funeraria Los Angeles Paramount Mortuary,"27501 S Western Avenue, Palos Verdes, California 90275",(562) 633-1164
Groupo DECO California Corporation,"14629 Nordhoff Street, Panorama City, California 91402",323-260-7995
Simpson Family Mortuary,"5691 Almond St, Paradise, California 95969",562-259-9847
Wallin's Parlier Funeral Home,"6382 Clark Rd, Paradise, California 95969",(559) 646-6685
Avalon Pasadena Funeral Home & Cremation,"13843 Paramount Blvd, Paramount, California 90723",626-449-2121
Cabot & Sons,"8026 Alondra Blvd, Paramount, California 90723",(626) 793-7159
Cabot & Sons Funeral Directors,"8545 Rosecrans Ave, Paramount, California 90022",323-681-0776
L A Funeral Society Inc,"13843 Paramount Boulevard, Paramount, California 90723",626-683-3752
Kuehl-Nicolay Funerals & Cremations,"7942 S Mendocino Ave, Parlier, California 93648",(805) 238-4383
Hillview Funeral Chapels,"415 East Orange Grove Boulevard, Pasadena, California 91104",(209) 892-6112
Evans Brown Mortuaries,"27 Chestnut St, Pasadena, California 91103",(909) 657-5178
Miller Jones Mortuary & Crematory,"27 Chestnut Street, Pasadena, California 91103",(909) 943-8313
Adobe Creek Funeral Home,"Po Box 92313, Pasadena, California 91109",(707) 789-9000
Calvary Catholic Cemetary,"1703 Spring St, Paso Robles, California 93446",(707)   762-8462
Parent-Sorensen Mortuary & Crematory,"450 W Las Palmas Ave, Patterson, California 95363",(707) 763-4131
Funeraria del Angel-Morrow's,"385 W 4th Street, Perris, California 92570",(562) 949-2564
Morrows Pico Rivera Mortuary,"1835 North Perris Blvd, Perris, California 92571",(562) 949-2564
Amador Hills Cremation,"331 Lakeville St, Petaluma, California 94952",209-296-4700
McCrory's Funeral Home,"304 Magnolia Avenue, Petaluma, California 94952",(209) 296-4700
Dan Scales Funeral Service Inc,"850 Keokuk St, Petaluma, California 94952",(925) 439-5922
Pittsburg Funeral Chapel Inc,"9107 E Washington Blvd, Pico Rivera, California 90660",(925) 432-2114
Fond Remembrance Cremation Services,"9107 Washington Blvd, Pico Rivera, California 90660",(714) 271-3688
Chapel of the Pines,"19805 State Highway 88, Pine Grove, California 95665",(530) 622-3813
Foothill Cremation & Burial,"19805 Hwy 88, Pine Grove, California 95665",530-626-9508
Tradition Care Funeral Services,"107 W 8th St, Pittsburg, California 94565",(925) 827-2911
Graham Hitch Mortuary Inc,"2295 Railroad Ave, Pittsburg, California 94565",925-846-5624
Chapel of Peace Funeral Home,"895 E. Yorba Linda Blvd, Suite 201-H, Placentia, California 92870",909-469-2630
Pomona Valley Memorial Park,"2855 Cold Springs Rd, Placerville, California 95667",(909)   622-2029
California Mortuary Service,"3094 Cedar Ravine Road # A, Placerville, California 95667",559-783-2993
Myers Funeral Service & Crematory,"2246 Morello Ave, Pleasant Hill, California 94523",559-784-5454
Whitehurst Loyd Funeral Service,"4167 1st Street, Pleasanton, California 94566",(559) 784-6485
Manni Funeral Home,"1240 S Garey Avenue, Pomona, California 91766",(530) 832-4673
Poway-Bernardo Mortuary,"502 East Franklin Ave, Pomona, California 91766",(858) 748-4101
Fehrman Mortuary & Crematory,"56 N Doree Street, Porterville, California 93257",(530) 283-2800
Bonham Bros & Stewart Mortuary,"248 N E Street, Porterville, California 93257",(760) 789-1678
East Lawn Rancho Cordova Mortuary,"195 North Hockett, Porterville, California 93257",(916) 362-2592
Cucamonga Mortuary,"380 Rio Grande St, Portola, California 96122",909-466-7712
Trident Society,"13243 Poway Road, Poway, California 92064",760-837-9309
Green Hills Mortuary,"378 Lawrence St, Quincy, California 95971",(310) 831-0311
Steve Espolt - Green Hills Memorial Pre-Need,"321 12th St, Ramona, California 92065",(310) 524-4011
The Gardens Crematory,"10450 Coloma Rd, Rancho Cordova, California 95670",(714) 456-0044
Fickert Memorial Chapel,"9033 Baseline Road, Rancho Cucamonga, California 91730",(530) 527-0601
Hoyt-Cole Chapel of the Flower,"72116 Highway 111, # 1, Rancho Mirage, California 92270",530-527-1174
